word,zipf
aldosteronism,1.35
aldrin,2.52
ale,3.78
aleatory,1.39
alec,3.44
alee,1.75
alef,2.33
alehouse,2.04
alembic,1.91
alencon,1.77
aleph,3.07
alert,4.74
alerted,3.18
alerter,1.76
alerting,3.25
alertly,1.54
alertness,2.79
alerts,4.59
ales,3.05
aleurone,1.5
alewife,2.11
alewives,1.42
alexander,4.5
alexanders,1.95
alexandrine,1.68
alexandrite,2.62
alexia,2.81
alfa,3.81
alfalfa,3.26
alfas,1.61
alfresco,2.57
alga,2.54
algae,3.55
algaecide,1.66
algal,2.94
algas,1.79
algebra,4.07
algebraic,3.59
algebraically,2.35
algebraist,1.42
algebras,3.22
alginate,2.4
alginates,1.61
algor,2.13
algorithm,4.45
algorithmic,3.02
algorithmically,2.19
algorithms,4.24
algum,1.56
alias,4.08
aliases,3.59
alibi,2.88
alibis,1.99
alicyclic,1.4
alien,4.25
alienable,1.43
alienage,1.37
alienate,2.78
alienated,2.98
alienates,2.17
alienating,2.68
alienation,3.16
alienist,1.35
aliens,3.9
alif,2.09
alight,2.65
alighted,2.15
alighting,1.98
alights,1.45
align,3.97
aligned,3.79
aligner,2.34
aligners,1.7
aligning,3.4
alignment,4.1
alignments,3.14
aligns,2.78
alike,4.02
aliment,2.0
alimentary,2.42
alimentation,2.6
aliments,2.09
alimony,3.07
aline,2.66
aliphatic,2.65
aliquot,2.5
aliquots,2.48
alist,2.66
alit,1.6
alive,4.44
aliveness,1.81
aliya,2.17
aliyah,2.51
alizarin,1.77
alkali,3.07
alkalies,1.9
alkaline,3.76
alkalinity,2.72
alkalinization,1.38
alkalis,2.12
alkaloid,2.4
alkaloids,2.76
alkalosis,1.94
alkane,2.15
alkanes,2.33
alkene,1.95
alkenes,2.19
alkoxide,1.41
alkoxy,2.0
alkyd,2.24
alkyl,3.03
alkylated,1.75
alkylating,2.19
alkylation,2.24
alkyne,1.44
alkynes,1.82
all,6.54
allantoin,1.98
allay,2.54
allayed,1.98
allaying,1.61
allays,1.55
allee,2.54
allegation,3.34
allegations,3.88
allege,3.03
alleged,4.16
allegedly,3.74
alleges,3.27
allegiance,3.5
allegiances,2.29
allegiant,2.02
alleging,3.29
allegorical,2.59
allegorically,1.53
allegories,2.16
allegory,2.86
allegretto,2.43
allegro,3.53
allele,3.33
alleles,3.22
allelic,2.68
allelopathic,1.62
allelopathy,1.61
alleluia,2.56
allemande,2.11
allergen,2.98
allergenic,2.71
allergenicity,1.89
allergens,3.01
allergic,3.69
allergies,3.79
allergist,2.12
allergists,2.21
allergy,4.04
alleviate,3.45
alleviated,2.61
alleviates,2.41
alleviating,2.79
alleviation,3.01
alley,3.89
alleys,2.97
alleyway,2.34
alleyways,2.26
alliance,4.59
alliances,3.71
allicin,1.83
allied,4.11
allies,3.93
alligator,3.38
alligators,2.71
alliteration,2.32
alliterative,1.86
allium,2.65
alloantigen,1.34
allocable,2.53
allocatable,1.92
allocate,3.71
allocated,4.44
allocates,3.0
allocating,3.29
allocation,4.3
allocations,3.64
allocator,2.93
allocators,1.87
allocution,1.62
allogeneic,2.59
allogenic,1.54
allograft,2.5
allografts,2.15
allometric,1.84
allometry,1.44
allopatric,1.56
allophone,1.36
allophones,1.5
allopurinol,2.49
allosaurus,1.77
allosteric,2.26
allot,2.83
allotment,3.31
allotments,2.98
allotropic,1.35
allots,1.73
allotted,3.32
allottee,1.59
allottees,1.53
allotting,1.84
allover,2.31
allow,5.06
allowable,3.67
allowance,4.02
allowances,3.67
allowed,4.88
allowing,4.52
allows,4.96
alloxan,1.59
alloy,3.97
alloyed,2.13
alloying,2.24
alloys,3.57
alls,2.51
allspice,2.44
allude,2.44
alluded,2.89
alludes,2.48
alluding,2.48
allure,3.34
allured,1.98
allurement,1.4
allurements,1.52
allures,1.59
alluring,2.92
allusion,2.76
allusions,2.81
allusive,1.72
alluvial,2.85
alluvium,2.31
ally,3.74
allying,1.83
allyl,2.35
allylic,1.79
alma,3.74
almagest,1.46
almanac,3.76
almanacs,3.12
almandine,1.59
almas,1.92
almes,1.88
almighty,3.48
almond,3.63
almonds,3.24
almost,5.05
alms,2.84
almsgiving,1.59
almshouse,2.08
almshouses,1.75
alnico,2.19
aloe,3.51
aloes,2.05
aloft,2.93
aloha,3.55
alone,4.83
aloneness,1.8
along,5.15
alongshore,1.54
alongside,3.91
aloof,2.7
aloofness,1.86
alopecia,2.8
aloud,3.8
alow,1.76
alp,3.22
alpaca,3.16
alpacas,2.73
alpenglow,1.72
alpha,4.68
alphabet,3.89
alphabetic,3.21
alphabetical,4.3
alphabetically,3.91
alphabetize,2.01
alphabetized,2.54
alphabetizing,1.51
alphabets,2.93
alphameric,1.35
alphanumeric,3.12
alphanumerical,2.59
alphanumerics,1.66
alphas,2.4
alpine,4.08
alpines,1.82
alpinism,1.53
alpinist,1.86
alps,3.61
already,5.27
alright,3.79
als,3.92
also,6.02
alt,4.22
altar,3.65
altarpiece,2.0
altars,2.75
altazimuth,1.77
alter,4.12
alterable,1.68
alteration,3.68
alterations,3.71
altercation,2.73
altercations,1.75
altered,4.03
altering,3.51
alternate,4.34
alternated,2.46
alternately,3.2
alternates,3.01
alternating,3.5
alternation,2.69
alternations,2.15
alternative,4.97
alternatively,3.97
alternatives,4.33
alternator,3.14
alternators,2.68
alters,3.15
althaea,1.6
althea,2.54
altho,2.43
although,5.13
altimeter,2.95
altimeters,2.16
altimetry,2.31
altiplano,2.02
altitude,3.89
altitudes,2.95
altitudinal,1.85
alto,4.04
altocumulus,1.62
altogether,3.84
altos,3.29
altruism,2.82
altruist,1.76
altruistic,2.7
altruistically,1.42
altruists,1.45
alts,2.36
alula,1.36
alum,3.28
alumina,3.15
aluminate,1.79
aluminium,3.94
aluminized,2.17
aluminosilicate,1.57
aluminum,4.38
alumna,2.61
alumnae,2.98
alumni,4.53
alumnus,3.1
alums,2.66
alveolar,2.95
alveoli,2.29
alveolus,1.54
alway,2.54
always,5.34
alyssum,1.93
am,5.99
ama,3.67
amadou,2.25
amain,1.68
amalgam,2.94
amalgamate,2.15
amalgamated,2.82
amalgamating,1.99
amalgamation,2.94
amalgamations,1.95
amalgams,2.01
amandine,1.83
amanita,2.41
amantadine,2.37
amanuensis,1.57
amaranth,2.6
amaretto,2.63
amarna,1.96
amaryllis,2.75
amas,2.19
amass,2.49
amassed,2.8
amasses,1.36
amassing,2.3
amateur,4.86
amateurish,2.35
amateurism,1.63
amateurs,3.92
amatory,1.43
amaze,3.13
amazed,3.72
amazement,3.03
amazes,2.73
amazing,4.66
amazingly,3.49
amazon,5.0
amazonite,2.05
amazons,2.59
ambassador,4.01
ambassadorial,2.0
ambassadors,3.34
amber,4.27
ambergris,2.36
amberina,1.48
amberjack,1.91
ambers,2.24
ambiance,3.33
ambiances,1.84
ambidextrous,2.36
ambience,3.36
ambient,4.01
ambients,1.75
ambiguities,2.89
ambiguity,3.43
ambiguous,3.52
ambiguously,2.09
ambit,2.62
ambition,3.64
ambitions,3.36
ambitious,3.75
ambitiously,1.82
ambivalence,2.72
ambivalent,2.82
amble,2.38
ambled,1.93
ambler,2.83
ambles,1.58
ambling,2.15
amblyopia,2.27
ambo,1.98
ambos,2.25
ambrosia,2.97
ambrosial,1.67
ambry,1.45
ambulance,3.87
ambulances,2.95
ambulant,1.78
ambulate,1.5
ambulation,2.09
ambulatory,3.4
ambuscade,1.44
ambush,3.15
ambushed,2.67
ambushes,2.24
ambushing,1.6
amebiasis,1.87
amebic,1.75
ameer,1.98
ameliorate,2.61
ameliorated,2.16
ameliorates,1.71
ameliorating,2.06
amelioration,2.36
ameliorative,1.53
amen,3.61
amenability,1.58
amenable,2.95
amend,4.12
amendable,1.59
amendatory,2.4
amended,4.49
amending,3.63
amendment,4.68
amendments,4.31
amends,3.39
amenities,4.24
amenity,3.31
amenorrhea,2.43
ament,2.07
americium,2.08
amethyst,3.64
amethysts,2.21
ami,3.57
amia,2.24
amiability,1.59
amiable,2.77
amiably,1.87
amicable,2.61
amicably,2.29
amici,2.93
amicus,3.18
amid,3.71
amidase,1.9
amide,2.73
amides,2.27
amido,1.63
amidships,1.82
amidst,3.39
amie,2.7
amies,1.78
amiga,3.57
amigas,2.35
amigo,3.27
amigos,3.19
amin,3.14
amine,3.07
amines,2.78
amino,4.15
aminopeptidase,2.48
aminopeptidases,1.41
aminophylline,2.0
aminopyrine,1.54
aminotransferase,2.68
aminotransferases,2.02
amir,3.24
amis,3.02
amiss,2.66
amitriptyline,2.85
amity,2.96
ammeter,2.26
ammeters,1.64
ammo,3.44
ammonia,3.54
ammoniac,1.37
ammoniacal,1.56
ammonite,2.2
ammonites,2.18
ammonium,3.36
ammunition,3.64
ammunitions,1.74
amnesia,3.04
amnesiac,2.22
amnesic,1.91
amnestic,1.77
amnesties,1.75
amnesty,3.74
amniocentesis,2.44
amnion,1.81
amniotic,2.67
amobarbital,1.65
amoeba,2.68
amoebae,1.87
amoebas,1.74
amoebic,1.87
amok,2.9
among,5.15
amongst,4.11
amontillado,1.87
amoral,2.48
amorality,1.63
amoroso,2.14
amorous,2.65
amorphous,3.14
amort,1.95
amortised,2.22
amortizable,1.43
amortization,3.69
amortizations,1.44
amortize,2.31
amortized,2.95
amortizes,1.35
amortizing,2.51
amosite,1.41
amount,5.19
amounted,3.42
amounting,3.09
amounts,4.7
amour,3.36
amours,2.1
amoxicillin,3.24
amoxycillin,2.03
amp,4.36
amperage,2.43
ampere,2.67
amperes,2.46
amperometric,1.78
ampersand,2.7
ampersands,1.78
amphetamine,3.03
amphetamines,2.83
amphibia,2.21
amphibian,2.99
amphibians,3.22
amphibious,2.97
amphibole,2.04
amphiboles,1.48
amphibolite,1.75
amphioxus,1.64
amphipathic,1.7
amphiphiles,1.35
amphiphilic,1.96
amphipod,1.96
amphipods,1.96
amphitheater,2.94
amphitheaters,1.51
amphora,2.28
amphorae,1.42
amphoteric,1.47
ampicillin,2.74
ample,3.73
amplexus,1.58
amplification,3.47
amplifications,2.06
amplified,3.45
amplifier,4.04
amplifiers,3.86
amplifies,2.52
amplify,2.99
amplifying,2.6
amplitude,3.72
amplitudes,3.08
amply,2.74
ampoule,2.2
ampoules,2.12
amps,3.88
ampule,1.83
ampules,1.85
ampulla,1.77
amputate,1.82
amputated,2.47
amputating,1.39
amputation,2.86
amputations,2.39
amputee,2.7
amputees,2.47
amrita,2.46
amritas,1.4
amtrack,1.71
amu,2.64
amuck,2.08
amulet,3.14
amulets,2.61
amus,1.49
amuse,2.97
amused,3.33
amusement,3.79
amusements,3.11
amuses,2.21
amusing,3.61
amusingly,2.23
amygdala,2.84
amygdaloid,1.6
amyl,2.32
amylase,2.71
amylases,1.92
amyloid,3.01
amyloidosis,2.47
amylopectin,1.52
amylose,1.9
an,6.41
ana,4.04
anabaena,2.38
anabaptism,1.48
anabasis,1.51
anabolic,3.47
anabolism,1.66
anachronism,2.52
anachronisms,1.91
anachronistic,2.4
anaconda,3.07
anacondas,2.18
anacrusis,1.42
anadromous,2.56
anaemia,2.78
anaemic,1.87
anaerobe,1.66
anaerobes,1.85
anaerobic,3.2
anaerobically,1.74
anaerobiosis,1.62
anaesthesia,3.11
anaesthetic,2.81
anaesthetics,2.43
anaglyph,2.12
anaglyphs,1.61
anagram,2.79
anagrams,2.72
anal,5.01
analecta,1.54
analects,1.95
analgesia,2.87
analgesic,2.98
analgesics,2.95
anally,2.49
analog,4.34
analogic,2.26
analogical,2.28
analogies,2.93
analogized,1.42
analogous,3.49
analogously,2.47
analogs,3.15
analogue,3.66
analogues,2.91
analogy,3.59
analyse,3.75
analysed,3.57
analyser,3.02
analysers,2.59
analyses,4.23
analysing,3.41
analysis,5.33
analyst,4.46
analysts,4.1
analytic,3.64
analytical,4.15
analytically,2.84
analyticity,1.8
analytics,3.82
analyzable,1.54
analyze,4.17
analyzed,4.02
analyzer,3.82
analyzers,3.19
analyzes,3.46
analyzing,3.87
anamnesis,1.72
anamorphic,3.08
anaphase,2.25
anaphor,1.62
anaphora,2.19
anaphoric,1.98
anaphors,1.42
anaphylactic,2.31
anaphylactoid,1.69
anaphylaxis,2.63
anaplastic,2.27
anarch,1.58
anarchic,2.37
anarchical,1.41
anarchism,2.89
anarchist,3.26
anarchistic,1.81
anarchists,2.95
anarchy,3.55
anas,2.72
anastomoses,1.88
anastomosis,2.5
anastomotic,1.82
anatase,1.82
anathema,2.77
anatomic,2.86
anatomical,3.39
anatomically,2.61
anatomist,2.02
anatomists,1.79
anatomy,4.09
ancestor,3.53
ancestors,3.78
ancestral,3.34
ancestries,2.62
ancestry,3.8
anchor,4.17
anchorage,3.9
anchorages,2.26
anchored,3.29
anchoress,2.43
anchoring,3.03
anchorite,1.47
anchorman,2.65
anchors,3.47
anchorwoman,1.42
anchovies,2.47
anchovy,2.53
ancient,4.6
anciently,1.85
ancients,3.05
ancilla,1.83
ancillaries,2.26
ancillary,3.5
ancon,1.67
and,7.34
andalusite,1.77
andante,2.83
andantino,1.79
andesite,2.06
andesitic,1.54
andirons,1.86
andouille,1.93
androgen,2.99
androgenetic,1.72
androgenic,2.2
androgens,2.56
androgyne,1.59
androgynous,2.28
androgyny,1.92
android,2.97
androids,2.47
andromeda,3.2
androsterone,1.75
ands,2.54
ane,3.1
anecdotage,1.59
anecdotal,3.16
anecdotally,2.09
anecdote,2.95
anecdotes,3.29
anechoic,2.12
anele,2.03
anemia,3.5
anemias,1.86
anemic,2.59
anemometer,2.5
anemometers,1.99
anemone,2.84
anemones,2.48
anencephaly,1.9
anent,1.68
anergy,1.65
aneroid,2.03
anes,2.25
anesthesia,3.58
anesthesiologist,2.5
anesthesiologists,2.67
anesthesiology,3.12
anesthetic,2.99
anesthetics,2.82
anesthetist,2.33
anesthetists,2.15
anesthetize,1.43
anesthetized,2.47
aneuploid,1.68
aneuploidy,2.07
aneurin,1.99
aneurism,1.8
aneurysm,3.12
aneurysmal,1.87
aneurysms,2.69
anew,3.18
anga,1.78
angas,1.81
angel,4.63
angelfish,2.34
angelic,3.17
angelica,3.29
angels,4.37
angelus,2.75
anger,4.13
angered,2.93
angering,2.01
angers,2.84
angina,3.23
anginal,1.56
angiogenesis,2.91
angiogenic,2.33
angiogram,2.25
angiograms,1.75
angiographic,2.32
angiography,3.03
angioma,1.73
angioplasty,2.99
angiosperm,2.15
angiosperms,2.23
angiotensin,3.13
angle,4.46
angled,3.24
angler,3.24
anglerfish,1.58
anglers,3.38
angles,3.9
anglicised,1.38
anglicized,1.9
angling,3.3
anglophone,2.37
angora,2.79
angrier,2.15
angriest,1.57
angrily,2.99
angry,4.2
angst,3.32
angstrom,2.48
angstroms,2.56
anguish,3.18
anguished,2.36
angular,3.59
angularity,1.57
angularly,1.51
angulated,1.39
angulation,1.89
anhedonia,1.66
anhinga,1.87
anhydride,2.6
anhydrides,1.99
anhydrite,1.92
anhydrous,2.81
ani,3.43
anil,3.14
anile,1.39
aniline,2.56
anilingus,1.38
anima,2.98
animal,5.03
animalism,1.49
animalistic,1.95
animals,5.0
animas,2.68
animate,3.21
animated,4.32
animatedly,1.6
animates,2.26
animating,2.68
animation,4.47
animations,3.84
animato,1.83
animator,3.21
animators,2.81
anime,4.73
animes,2.5
animi,1.57
animism,2.41
animist,2.11
animistic,1.69
animists,1.35
animosities,1.9
animosity,2.77
animus,2.53
anion,2.93
anionic,2.5
anions,2.61
anis,2.35
anise,2.74
aniseed,2.08
anisette,1.37
anisotropic,2.97
anisotropies,2.02
anisotropy,2.99
ankh,2.78
ankle,3.85
ankles,3.15
anklet,2.84
anklets,2.9
ankush,1.45
ankylosing,2.5
ankylosis,1.49
anlage,1.97
anlagen,1.84
anna,4.39
annal,2.19
annals,3.51
annas,2.29
annatto,1.73
anneal,2.16
annealed,2.6
annealing,3.09
annelid,1.4
annelids,1.7
annex,4.16
annexation,3.19
annexations,2.09
annexe,2.77
annexed,3.13
annexes,3.04
annexing,2.19
annihilate,2.54
annihilated,2.49
annihilates,1.78
annihilating,2.02
annihilation,3.11
annihilations,1.37
annihilator,2.36
anniversaries,3.37
anniversary,4.5
annotate,3.7
annotated,4.01
annotates,1.76
annotating,2.38
annotation,4.63
annotations,3.55
annotator,2.19
annotators,1.79
announce,4.29
announced,4.69
announcement,4.38
announcements,4.86
announcer,3.22
announcers,2.58
announces,4.26
announcing,3.67
annoy,3.41
annoyance,3.18
annoyances,3.03
annoyed,3.44
annoying,3.97
annoyingly,2.42
annoys,2.75
annual,5.16
annualized,3.02
annually,4.21
annuals,3.1
annuitant,2.51
annuitants,2.2
annuities,3.38
annuity,3.69
annul,2.4
annular,2.85
annulation,1.83
annuli,1.81
annulled,2.48
annulling,1.76
annulment,2.78
annulments,1.72
annuls,1.55
annulus,2.54
annunciation,2.59
annunciator,2.04
annunciators,1.72
anode,3.12
anodes,2.53
anodic,2.19
anodize,1.8
anodized,3.25
anodizing,2.32
anodyne,2.1
anoint,2.33
anointed,2.96
anointing,2.74
anoints,1.47
anole,1.83
anoles,1.61
anomalies,3.5
anomalous,3.2
anomalously,1.93
anomaly,3.46
anomic,1.4
anomie,2.04
anomy,1.59
anon,3.59
anonym,2.53
anonymity,3.4
anonymous,4.74
anonymously,3.35
anopheles,2.5
anorak,2.42
anoraks,1.8
anorectic,1.84
anorexia,3.29
anorexic,2.56
anorexics,1.74
anorexigenic,1.4
anorthite,1.39
anorthosite,1.38
anosmia,1.55
another,5.52
anovulatory,1.47
anoxia,2.36
anoxic,2.38
ansa,2.43
answer,5.04
answerable,2.54
answered,4.33
answerer,3.11
answering,4.04
answers,4.94
ant,4.02
anta,2.5
antacid,2.43
antacids,2.62
antagonism,2.78
antagonisms,1.95
antagonist,3.2
antagonistic,2.76
antagonists,3.35
antagonize,2.21
antagonized,2.04
antagonizes,1.74
antagonizing,1.89
antarctic,3.67
antas,1.4
ante,3.53
anteater,2.19
anteaters,2.09
antebellum,2.54
antecedent,2.84
antecedents,2.71
antechamber,1.92
anted,1.44
antedate,1.46
antedated,1.34
antediluvian,1.9
anteed,1.46
antelope,3.32
antelopes,2.13
antemortem,1.33
antenatal,2.79
antenna,4.31
antennae,2.91
antennal,2.0
antennas,3.75
anterior,3.6
anteriorly,2.1
anteroom,1.81
antes,2.91
anthelmintic,1.83
anthelmintics,1.81
anthem,3.64
anthems,3.25
anther,2.27
anthers,2.21
anthesis,1.84
anthill,2.64
anthocyanin,1.81
anthocyanins,1.98
anthologies,3.4
anthologized,1.66
anthology,3.75
anthracene,2.4
anthracite,2.77
anthracnose,2.14
anthranilate,1.98
anthraquinone,1.76
anthrax,3.53
anthropic,2.16
anthropocentric,1.8
anthropogenic,2.93
anthropoid,1.72
anthropological,3.16
anthropologist,2.97
anthropologists,2.86
anthropology,3.98
anthropometric,2.3
anthropometry,2.07
anthropomorphic,2.48
anthropomorphism,1.88
anthroposophy,2.13
anthurium,2.18
anthuriums,1.9
anti,5.02
antiabortion,1.64
antiaging,2.81
antiaircraft,2.09
antianxiety,1.84
antiarrhythmic,2.3
antibacterial,3.01
antibacterials,1.71
antibiotic,3.62
antibiotics,3.73
antibodies,3.94
antibody,4.0
antic,2.4
anticancer,2.73
anticapitalist,1.36
anticarcinogenic,1.68
anticholinergic,2.21
anticholinergics,1.86
anticholinesterase,1.35
anticipate,3.69
anticipated,4.12
anticipates,3.18
anticipating,3.22
anticipation,3.58
anticipations,2.04
anticipatory,2.72
anticlimactic,1.85
anticlimax,1.62
anticline,1.87
anticlockwise,1.84
anticoagulant,2.65
anticoagulants,2.57
anticodon,2.21
anticommunism,1.51
anticommunist,1.58
anticompetitive,2.52
anticonvulsant,2.32
anticonvulsants,2.42
anticorrosion,1.53
anticorruption,2.01
antics,3.23
anticyclone,1.58
anticyclones,1.35
anticyclonic,1.66
antidemocratic,1.53
antidepressant,3.16
antidepressants,3.23
antiderivative,1.38
antidiabetic,1.97
antidiscrimination,1.99
antidote,3.09
antidotes,2.28
antidrug,1.55
antidumping,2.69
antiemetic,1.95
antiemetics,1.81
antiepileptic,2.17
antiestrogen,1.52
antiferromagnet,1.63
antiferromagnetic,2.25
antiferromagnets,1.38
antifouling,2.18
antifraud,1.92
antifreeze,2.82
antifungal,2.89
antifungals,2.01
antigay,1.7
antigen,3.77
antigenic,2.74
antigenically,1.7
antigenicity,1.77
antigens,3.6
antiglare,1.74
antigovernment,1.54
antigravity,2.02
antihero,2.34
antihistamine,2.59
antihistamines,2.83
antihistaminic,1.6
antihypertensive,2.71
antihypertensives,1.75
antilock,2.51
antimalarial,2.27
antimalarials,1.96
antimatter,2.55
antimetabolites,1.91
antimicrobial,3.27
antimicrobials,2.37
antimissile,1.34
antimonopoly,1.77
antimony,2.9
antimycin,1.59
antineoplastic,2.99
antineutrino,1.49
antinomian,1.56
antinomianism,1.36
antinomy,1.42
antinuclear,2.11
antioxidant,3.41
antioxidants,3.39
antiparallel,2.04
antiparasitic,1.42
antiparticle,1.66
antiparticles,1.55
antipasti,1.92
antipasto,2.24
antipathies,1.42
antipathy,2.42
antipersonnel,2.15
antiperspirant,2.05
antiperspirants,1.88
antiphon,2.23
antiphonal,1.67
antiphons,1.53
antipiracy,1.74
antipodal,1.71
antipode,1.92
antipodean,2.13
antipodes,2.1
antipope,1.55
antiporn,2.04
antipoverty,1.5
antiproton,2.13
antiprotons,1.8
antipsychotic,2.76
antipsychotics,2.45
antipyretic,1.66
antipyrine,1.73
antiquarian,3.19
antiquarians,1.38
antiquaries,1.85
antiquark,1.91
antiquary,1.98
antiquated,2.77
antique,4.5
antiqued,2.67
antiques,4.49
antiquing,2.25
antiquities,3.22
antiquity,3.27
antiracist,1.38
antireflection,1.45
antireflective,1.37
antirheumatic,1.86
antirrhinum,1.74
antis,2.02
antisense,2.92
antiseptic,2.87
antiseptics,2.11
antisera,2.41
antiserum,2.54
antishock,1.46
antislavery,2.03
antismoking,1.91
antisocial,2.97
antispasmodic,1.91
antistatic,2.65
antistress,1.4
antisubmarine,1.82
antisymmetric,2.27
antitank,1.98
antiterrorism,2.38
antiterrorist,1.71
antitheses,1.36
antithesis,2.68
antithetic,1.37
antithetical,2.35
antithrombin,2.24
antithyroid,1.84
antitoxin,1.99
antitrust,3.58
antitubercular,1.85
antituberculosis,1.46
antituberculous,1.36
antitumor,2.57
antitussive,2.17
antitype,1.38
antiunion,1.57
antiviral,3.13
antivirus,4.2
antiwar,2.95
antler,3.08
antlered,1.9
antlers,2.82
antlions,1.58
antonym,2.22
antonyms,2.77
antra,1.4
antral,1.84
antrum,1.93
ants,3.55
antsy,2.15
anuran,1.45
anus,3.4
anuses,1.42
anvil,3.2
anvils,2.08
anxieties,2.87
anxiety,4.21
anxiolytic,2.01
anxiolytics,1.47
anxious,3.71
anxiously,3.01
anxiousness,1.6
any,6.08
anybody,4.25
anyhow,3.41
anymore,4.25
anyone,5.1
anyplace,2.77
anything,5.11
anythings,1.38
anytime,4.44
anyway,4.61
anyways,3.69
anywhere,4.61
anywise,1.35
aorist,2.11
aorta,3.04
aortas,1.45
aortic,3.31
apace,2.42
apache,4.45
apaches,2.25
apart,4.45
apartheid,3.34
apartment,4.72
apartments,4.82
apathetic,2.71
apathy,3.17
apatite,2.46
apatosaurus,1.64
ape,3.62
aped,1.44
aper,2.38
apercu,1.68
aperiodic,2.25
aperitif,2.29
aperitifs,1.83
apers,1.83
aperture,3.86
apertures,2.73
apes,3.39
apex,3.78
apexes,1.34
aphasia,2.66
aphasic,1.73
aphelion,2.14
apheresis,2.23
aphid,2.7
aphids,2.79
aphis,2.82
aphorism,2.2
aphorisms,2.5
aphrodisiac,2.69
aphrodisiacs,2.54
aphthous,1.83
apiaries,1.95
apiary,2.16
apical,2.91
apically,1.79
apices,1.8
apiculture,1.78
apiece,2.92
aping,1.86
aplasia,1.88
aplastic,2.37
aplenty,2.44
aplomb,2.32
apnea,3.21
apneas,1.41
apneic,1.35
apnoea,2.25
apocalypse,3.57
apocalypses,1.47
apocalyptic,3.04
apochromatic,1.54
apocrine,1.44
apocrypha,2.48
apocryphal,2.42
apod,2.17
apogee,3.01
apolipoprotein,2.68
apolipoproteins,2.29
apolitical,2.37
apollo,3.95
apollos,2.04
apologetic,2.65
apologetically,2.03
apologetics,3.08
apologia,2.34
apologies,3.62
apologise,3.11
apologised,2.45
apologises,2.54
apologising,1.97
apologist,2.54
apologists,2.62
apologize,3.64
apologized,2.98
apologizes,2.8
apologizing,2.6
apology,3.54
apomorphine,2.19
aponeurosis,1.36
apophysis,1.97
apoplectic,1.83
apoplexy,2.06
apostasy,2.59
apostate,2.48
apostates,2.14
apostle,3.48
apostles,3.45
apostleship,1.76
apostolate,2.3
apostolic,3.24
apostrophe,2.75
apostrophes,2.39
apothecaries,1.85
apothecary,2.81
apotheosis,2.24
app,4.32
appal,1.67
appall,1.44
appalled,2.97
appalling,3.13
appallingly,2.04
apparat,1.94
apparatchiks,1.52
apparatus,3.99
apparatuses,2.31
apparel,4.84
apparels,2.8
apparent,4.22
apparently,4.43
apparition,2.75
apparitions,2.51
appeal,4.68
appealability,1.71
appealable,2.4
appealed,3.56
appealing,3.77
appealingly,1.79
appeals,4.33
